,host_response_time,host_response_rate,host_is_superhost,host_identity_verified,property_type,room_type,bathrooms_text,instant_bookable,minimum_nights,maximum_nights
1729,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1730,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1731,Rapida,Respuesta alta,t,t,No Entire,No Entire,No limitados,f,Alto,Bajo
1732,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1733,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Bajo
1734,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1735,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1736,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1737,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1738,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1739,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1740,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1741,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Bajo
1742,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1743,No rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1744,Rapida,Respuesta alta,t,t,No Entire,No Entire,No limitados,t,Alto,Bajo
1745,Rapida,Respuesta alta,f,t,No Entire,No Entire,Limitados,t,Alto,Bajo
1746,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1747,Rapida,Respuesta alta,f,f,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1748,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1749,Rapida,Respuesta alta,t,t,No Entire,No Entire,No limitados,f,Alto,Alto
1750,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1751,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1752,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1753,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1754,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1755,Rapida,Respuesta alta,t,f,Entire Place,Entire home/apt,Limitados,f,Alto,Alto
1756,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
1757,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Bajo
1758,Rapida,Respuesta alta,t,t,No Entire,No Entire,No limitados,f,Bajo,Bajo
1759,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Bajo
1760,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1761,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1762,No rapida,Respuesta alta,f,f,No Entire,No Entire,Limitados,f,Alto,Bajo
1763,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1764,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1765,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1766,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1767,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1768,Rapida,Respuesta alta,t,t,No Entire,No Entire,Limitados,f,Alto,Alto
1769,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1770,Rapida,Respuesta alta,t,t,No Entire,No Entire,No limitados,f,Alto,Bajo
1771,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
1772,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
1773,Rapida,Respuesta alta,f,f,No Entire,No Entire,Limitados,f,Bajo,Bajo
1774,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1775,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1776,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
1777,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1778,Rapida,Respuesta alta,t,f,No Entire,No Entire,No limitados,f,Bajo,Bajo
1779,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1780,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1781,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1782,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1783,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1784,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1785,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1786,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1787,Rapida,Respuesta alta,t,t,No Entire,No Entire,No limitados,f,Alto,Alto
1788,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1789,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1790,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1791,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1792,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1793,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1794,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1795,Rapida,Respuesta alta,t,f,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1796,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1797,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1798,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1799,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1800,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1801,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
1802,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1803,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Bajo
1804,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
1805,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1806,Rapida,Respuesta alta,f,f,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1807,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1808,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
1809,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
1810,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1811,No rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,f,Alto,Alto
1812,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
1813,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1814,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1815,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
1816,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,f,Alto,Alto
1817,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1818,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
1819,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
1820,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Bajo
1821,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1822,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1823,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1824,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1825,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1826,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Bajo
1827,No rapida,Respuesta alta,t,f,Entire Place,Entire home/apt,No limitados,t,Alto,Bajo
1828,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1829,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1830,No rapida,Respuesta alta,t,t,No Entire,No Entire,No limitados,f,Bajo,Bajo
1831,Rapida,Respuesta alta,t,t,No Entire,No Entire,No limitados,t,Bajo,Alto
1832,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1833,No rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1834,Rapida,Respuesta alta,t,t,No Entire,No Entire,No limitados,t,Bajo,Alto
1835,No rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1836,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1837,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1838,Rapida,Respuesta alta,t,t,No Entire,No Entire,Limitados,f,Bajo,Bajo
1839,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Bajo
1840,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1841,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1842,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1843,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1844,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1845,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1846,No rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1847,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1848,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Bajo
1849,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1850,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1851,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Bajo
1852,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1853,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1854,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1855,No rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1856,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1857,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1858,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1859,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1860,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1861,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1862,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1863,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1864,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1865,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1866,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1867,No rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1868,Rapida,Respuesta alta,t,t,No Entire,No Entire,No limitados,t,Bajo,Bajo
1869,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1870,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1871,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Bajo
1872,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1873,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1874,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1875,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1876,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1877,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1878,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1879,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
1880,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1881,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1882,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1883,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1884,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1885,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1886,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1887,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1888,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1889,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,f,Bajo,Bajo
1890,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1891,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Bajo
1892,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,f,Alto,Alto
1893,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1894,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Bajo
1895,No rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,t,Alto,Alto
1896,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1897,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1898,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1899,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1900,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1901,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1902,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1903,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1904,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1905,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1906,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1907,No rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1908,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1909,Rapida,Respuesta alta,f,f,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1910,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Bajo
1911,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1912,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1913,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Bajo
1914,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1915,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1916,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1917,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1918,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1919,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1920,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,f,Alto,Alto
1921,Rapida,Respuesta alta,t,t,No Entire,No Entire,No limitados,f,Bajo,Alto
1922,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1923,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1924,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1925,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1926,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1927,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1928,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
1929,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,f,Alto,Alto
1930,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1931,Rapida,Respuesta alta,t,f,No Entire,No Entire,No limitados,f,Alto,Alto
1932,Rapida,Respuesta alta,t,f,No Entire,No Entire,No limitados,f,Alto,Alto
1933,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1934,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1935,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1936,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,f,Alto,Alto
1937,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Bajo
1938,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,f,Alto,Alto
1939,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,f,Alto,Alto
1940,Rapida,Respuesta alta,t,f,Entire Place,Entire home/apt,No limitados,f,Bajo,Bajo
1941,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Bajo
1942,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1943,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1944,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1945,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1946,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1947,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1948,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
1949,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1950,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1951,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1952,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1953,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1954,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1955,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1956,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1957,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1958,No rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1959,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1960,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Bajo
1961,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1962,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1963,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1964,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1965,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1966,No rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1967,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Bajo
1968,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Bajo
1969,No rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1970,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1971,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Bajo
1972,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Bajo
1973,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1974,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1975,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1976,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1977,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1978,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1979,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1980,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1981,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1982,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Bajo
1983,Rapida,Respuesta alta,t,t,No Entire,Entire home/apt,No limitados,f,Alto,Alto
1984,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,t,Bajo,Bajo
1985,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,t,Bajo,Bajo
1986,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,t,Bajo,Bajo
1987,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1988,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,t,Bajo,Bajo
1989,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,t,Bajo,Bajo
1990,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,t,Bajo,Bajo
1991,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,t,Bajo,Bajo
1992,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,t,Bajo,Bajo
1993,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,t,Bajo,Bajo
1994,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,t,Bajo,Bajo
1995,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,t,Bajo,Bajo
1996,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,t,Bajo,Bajo
1997,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,t,Bajo,Bajo
1998,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,t,Bajo,Bajo
1999,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,t,Bajo,Bajo
2000,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,t,Bajo,Bajo
2001,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,t,Bajo,Bajo
2002,Rapida,Respuesta alta,f,f,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
2003,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
2004,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
2005,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,Limitados,f,Bajo,Alto
2006,Rapida,Respuesta alta,f,f,Entire Place,Entire home/apt,No limitados,t,Alto,Bajo
2007,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
2008,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
2009,Rapida,Respuesta alta,t,f,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
2010,Rapida,Respuesta alta,t,f,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
2011,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
2012,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
